Accident_ID,Date,Location,Severity,Weather,Road_Condition,Vehicle_Count,Casualties
2478,2025-01-05,Brittanymouth,Severe,Stormy,Snowy,2,0
2479,2022-09-27,Kevinport,Major,Snowy,Oil Spill,2,1
2480,2024-08-11,East Laura,Severe,Rainy,Oil Spill,5,9
2481,2024-07-07,Coffeyburgh,Minor,Rainy,Snowy,3,2
2482,2024-04-16,North Dannytown,Fatal,Foggy,Oil Spill,4,0
2483,2024-05-19,Sherryton,Major,Stormy,Snowy,1,2
2484,2025-01-03,West Ruthmouth,Fatal,Snowy,Dry,5,0
2485,2022-11-10,Walkerstad,Severe,Clear,Dry,4,3
2486,2022-12-04,East Peter,Severe,Snowy,Icy,3,6
2487,2023-03-07,West Joestad,Minor,Snowy,Dry,1,2
2488,2024-11-13,New Christy,Fatal,Clear,Oil Spill,2,2
2489,2025-01-05,South Patrick,Fatal,Clear,Oil Spill,4,9
2490,2022-09-08,Normaland,Fatal,Stormy,Oil Spill,1,9
2491,2025-05-08,Joseburgh,Fatal,Rainy,Oil Spill,3,3
2492,2024-02-25,West Matthew,Fatal,Stormy,Wet,1,8
2493,2024-03-23,North Edward,Minor,Clear,Icy,1,3
2494,2023-11-20,Lake Keith,Fatal,Stormy,Icy,3,5
2495,2023-05-01,Lake Anthony,Major,Rainy,Oil Spill,5,7
2496,2024-01-14,Brandonstad,Minor,Rainy,Dry,4,8
2497,2024-03-14,Gabrielview,Minor,Foggy,Wet,3,3
2498,2022-08-20,Markmouth,Severe,Foggy,Oil Spill,1,1
2499,2022-09-20,Hardytown,Fatal,Snowy,Icy,4,10
2500,2025-01-10,Kathyview,Minor,Snowy,Dry,2,5
2501,2025-05-04,Barrtown,Fatal,Snowy,Oil Spill,1,6
2502,2023-10-05,New John,Minor,Foggy,Snowy,1,4
2503,2023-04-05,Brendaside,Fatal,Stormy,Dry,2,5
2504,2023-10-18,North Pamela,Fatal,Foggy,Oil Spill,1,8
2505,2024-02-23,East Teresaburgh,Severe,Snowy,Wet,2,3
2506,2022-12-12,Toddport,Severe,Clear,Icy,4,2
2507,2024-01-03,Millerville,Severe,Rainy,Wet,4,10
2508,2024-09-13,North Natalie,Minor,Stormy,Dry,2,6
2509,2023-01-02,West Benjamintown,Fatal,Stormy,Oil Spill,4,10
2510,2023-05-09,Clintonberg,Fatal,Rainy,Dry,3,2
2511,2023-03-04,Jameshaven,Minor,Snowy,Icy,3,10
2512,2024-07-26,Rachelborough,Fatal,Stormy,Oil Spill,5,9
2513,2024-02-10,Michaelview,Severe,Stormy,Oil Spill,4,8
2514,2023-09-17,New Heather,Minor,Clear,Wet,4,3
2515,2022-11-22,Davidville,Minor,Clear,Wet,3,10
2516,2025-02-27,East Tonyachester,Major,Stormy,Snowy,5,6
2517,2025-02-16,Carrillofurt,Fatal,Snowy,Icy,1,7
2518,2025-02-05,North Michelletown,Fatal,Clear,Dry,5,8
2519,2025-04-28,Millerborough,Severe,Snowy,Icy,4,9
2520,2023-12-18,Lake Kendramouth,Minor,Rainy,Icy,3,8
2521,2023-09-28,Stewartview,Major,Stormy,Snowy,2,7
2522,2022-11-16,East Josephview,Severe,Snowy,Icy,4,7
2523,2023-04-27,Karenfurt,Minor,Rainy,Icy,5,5
2524,2023-02-03,South Samuelfort,Fatal,Snowy,Snowy,2,2
2525,2022-10-15,Carrollville,Severe,Rainy,Icy,5,6
2526,2025-05-12,North Megan,Minor,Foggy,Icy,5,9
2527,2023-05-08,South Andrewmouth,Major,Clear,Dry,5,0
2528,2024-05-19,Mathewport,Severe,Rainy,Wet,2,9
2529,2024-08-29,East Brian,Minor,Stormy,Wet,2,3
2530,2023-05-03,New Whitney,Severe,Clear,Dry,5,10
2531,2025-02-19,Gonzaleston,Minor,Rainy,Oil Spill,1,8
2532,2022-11-14,Port Carol,Severe,Clear,Icy,4,0
2533,2024-08-12,Smithville,Severe,Rainy,Dry,3,1
2534,2023-12-30,Port Lisa,Major,Snowy,Dry,4,8
2535,2023-10-13,Smithbury,Minor,Foggy,Icy,5,2
2536,2024-08-24,Port Nathan,Minor,Snowy,Icy,4,2
2537,2024-05-04,West Courtneyhaven,Severe,Clear,Wet,4,2
2538,2023-07-17,Lake Tasha,Minor,Stormy,Snowy,4,6
2539,2024-04-15,Phillipstad,Major,Stormy,Snowy,1,3
2540,2025-01-25,Millerbury,Fatal,Foggy,Snowy,4,4
2541,2025-04-26,East Stevenport,Minor,Clear,Dry,1,8
2542,2023-08-15,West Samanthabury,Major,Rainy,Dry,4,7
2543,2025-05-14,Port Douglasbury,Minor,Rainy,Dry,1,1
2544,2024-12-16,Joeside,Minor,Snowy,Oil Spill,1,3
2545,2024-09-15,New Susanville,Minor,Stormy,Icy,1,8
2546,2024-10-27,New Johnfurt,Minor,Rainy,Dry,1,2
2547,2024-12-12,North Thomasborough,Major,Stormy,Icy,2,4
2548,2024-03-08,South Michael,Minor,Foggy,Wet,4,3
2549,2024-05-18,Johnhaven,Severe,Rainy,Oil Spill,1,8
2550,2023-07-20,Dennisview,Fatal,Foggy,Snowy,5,9
2551,2024-05-23,West Meghanberg,Major,Clear,Snowy,5,5
2552,2024-05-03,North Kenneth,Fatal,Clear,Icy,3,8
2553,2024-09-23,Torresborough,Major,Foggy,Snowy,5,5
2554,2022-11-04,New Toni,Fatal,Clear,Wet,4,3
2555,2023-10-22,Lake Ericstad,Fatal,Foggy,Oil Spill,1,3
2556,2024-03-18,Willisville,Major,Clear,Wet,1,4
2557,2024-07-26,Katiemouth,Minor,Foggy,Wet,2,8
2558,2022-07-30,Kruegerborough,Major,Rainy,Oil Spill,3,0
2559,2022-07-14,Arnoldmouth,Fatal,Snowy,Wet,1,1
2560,2022-11-13,East Samanthamouth,Fatal,Foggy,Oil Spill,5,9
2561,2024-01-04,Sherryville,Major,Rainy,Dry,4,2
2562,2023-11-17,North Michael,Fatal,Stormy,Dry,2,2
2563,2023-03-28,Stevenstad,Minor,Foggy,Oil Spill,2,6
2564,2023-12-11,East Ian,Severe,Stormy,Wet,5,3
2565,2025-02-25,South Natasha,Major,Snowy,Icy,3,8
2566,2024-04-30,South Michaelport,Major,Snowy,Oil Spill,4,9
2567,2025-05-17,Thompsonfurt,Major,Clear,Oil Spill,5,6
2568,2024-10-16,Lewisview,Major,Rainy,Icy,3,6
2569,2023-10-20,South Amandaland,Severe,Rainy,Icy,4,3
2570,2022-07-16,Duranmouth,Fatal,Clear,Wet,5,6
2571,2024-02-14,Port Angelamouth,Severe,Foggy,Oil Spill,3,3
2572,2025-02-27,North Louis,Minor,Stormy,Icy,5,7
2573,2024-06-15,Vanessafort,Minor,Snowy,Snowy,1,8
2574,2022-07-14,North Tommy,Major,Stormy,Icy,3,0
2575,2023-05-23,Port Richardland,Severe,Snowy,Oil Spill,2,2
2576,2025-01-14,West Kelly,Minor,Snowy,Dry,4,8
2577,2022-07-23,Port Justinberg,Minor,Foggy,Icy,4,0
2578,2024-03-24,West Elizabeth,Major,Foggy,Dry,1,8
2579,2023-11-29,Freemanburgh,Major,Foggy,Icy,5,1
2580,2025-05-11,Phillipstad,Major,Rainy,Icy,1,6
2581,2024-09-08,Woodsmouth,Fatal,Rainy,Dry,4,5
2582,2023-07-22,Shawton,Major,Snowy,Dry,2,10
2583,2022-10-13,North Danielfurt,Severe,Clear,Icy,2,8
2584,2025-04-12,New Maurice,Severe,Clear,Snowy,3,3
2585,2022-12-12,Whiteton,Severe,Snowy,Dry,4,3
2586,2023-02-02,South Amber,Minor,Stormy,Wet,5,7
2587,2025-04-18,South Justin,Severe,Clear,Snowy,3,2
2588,2024-05-29,South Michaelview,Major,Stormy,Snowy,3,2
2589,2022-06-27,East Jessica,Minor,Stormy,Oil Spill,5,5
2590,2025-04-28,Osbornside,Severe,Snowy,Wet,2,10
2591,2023-11-01,Williamsview,Major,Snowy,Icy,3,10
2592,2023-03-02,Port Donnaland,Severe,Clear,Snowy,2,7
2593,2023-05-31,Lake Guy,Severe,Foggy,Icy,1,7
2594,2024-11-18,New Randy,Minor,Stormy,Dry,2,9
2595,2023-03-22,Robertsville,Major,Snowy,Dry,4,8
2596,2025-05-09,South Terri,Severe,Foggy,Dry,4,4
2597,2023-02-23,Swansonchester,Minor,Clear,Oil Spill,3,7
2598,2024-01-07,Gonzaleztown,Severe,Foggy,Wet,1,8
2599,2022-09-15,Lisaport,Fatal,Foggy,Icy,5,8
2600,2025-01-16,North Alexistown,Severe,Stormy,Dry,3,0
2601,2025-05-23,Howellshire,Major,Snowy,Icy,1,1
2602,2023-01-01,East Ravenville,Fatal,Clear,Dry,5,7
2603,2024-05-06,East Tamihaven,Severe,Snowy,Dry,4,9
2604,2023-11-25,Matthewville,Major,Foggy,Wet,2,10
2605,2022-12-09,South Cynthia,Severe,Clear,Snowy,4,5
2606,2023-11-21,East Norman,Severe,Foggy,Icy,3,9
2607,2022-09-10,Courtneyland,Minor,Snowy,Wet,3,0
2608,2022-12-29,Port Territown,Minor,Rainy,Oil Spill,4,6
2609,2022-09-04,Ochoamouth,Major,Foggy,Icy,3,2
2610,2024-07-26,Jocelynmouth,Minor,Rainy,Icy,2,10
2611,2024-11-17,Garciaburgh,Minor,Snowy,Wet,4,4
2612,2023-10-27,North Cynthiastad,Severe,Snowy,Wet,2,3
2613,2024-12-20,Johnnychester,Severe,Foggy,Snowy,3,1
2614,2023-10-03,Smithtown,Fatal,Snowy,Icy,2,3
2615,2025-03-10,Walkerburgh,Severe,Stormy,Dry,4,1
2616,2024-07-28,Port Brian,Major,Clear,Oil Spill,1,5
2617,2024-02-25,West Michelle,Severe,Snowy,Oil Spill,4,9
2618,2024-12-22,North Stephaniefort,Fatal,Rainy,Wet,4,10
2619,2023-06-07,Victoriaside,Minor,Stormy,Snowy,4,0
2620,2024-01-16,Fordhaven,Major,Clear,Snowy,5,9
2621,2022-07-05,Lake Joannechester,Fatal,Stormy,Dry,5,3
2622,2023-07-31,East John,Minor,Stormy,Oil Spill,3,5
2623,2024-01-20,South Meganton,Severe,Stormy,Oil Spill,3,8
2624,2023-10-10,East Joshuachester,Fatal,Foggy,Dry,1,7
2625,2023-12-21,Shermantown,Fatal,Foggy,Icy,1,3
2626,2025-01-15,North Scott,Minor,Snowy,Oil Spill,2,2
2627,2025-01-09,South Elizabethton,Major,Stormy,Oil Spill,4,10
2628,2023-11-26,East Joshuamouth,Major,Clear,Snowy,2,4
2629,2024-09-12,Brandiland,Minor,Foggy,Oil Spill,3,5
2630,2023-10-13,West Andre,Severe,Stormy,Snowy,1,9
2631,2022-08-28,New Emilyton,Severe,Snowy,Wet,2,0
2632,2023-06-14,East Ninaton,Minor,Clear,Oil Spill,5,1
2633,2023-03-29,Chasechester,Fatal,Clear,Oil Spill,1,4
2634,2023-12-06,Stokesview,Severe,Stormy,Wet,5,6
2635,2024-06-10,Rickyhaven,Severe,Rainy,Snowy,5,3
2636,2022-08-27,Lake Gregoryview,Severe,Clear,Icy,5,8
2637,2023-06-13,Port Victoriahaven,Severe,Snowy,Wet,4,8
2638,2023-09-16,Port Brett,Severe,Stormy,Snowy,3,8
2639,2025-02-17,East Jason,Major,Stormy,Snowy,1,9
2640,2024-09-24,North Rachel,Severe,Rainy,Icy,4,10
2641,2023-06-18,Briannaport,Severe,Clear,Icy,2,6
2642,2024-05-09,New Markstad,Severe,Stormy,Oil Spill,1,10
2643,2023-05-15,Pattersonshire,Fatal,Foggy,Snowy,2,6
2644,2023-01-31,East Jenna,Minor,Foggy,Snowy,4,10
2645,2024-07-21,Lake Kayla,Minor,Stormy,Snowy,4,2
2646,2022-11-16,North Arthur,Major,Clear,Wet,2,1
2647,2025-02-03,Madelineton,Fatal,Stormy,Icy,3,9
2648,2022-08-16,South Gregory,Minor,Rainy,Snowy,1,7
2649,2024-02-08,Port Tammy,Severe,Stormy,Snowy,2,7
2650,2023-03-04,Lake Kari,Minor,Snowy,Snowy,5,2
2651,2023-05-01,Ralphstad,Minor,Stormy,Snowy,2,0
2652,2022-07-13,Jessicatown,Major,Foggy,Snowy,1,0
2653,2022-12-16,Alexanderborough,Severe,Clear,Wet,2,0
2654,2025-04-24,New Andreaside,Severe,Foggy,Icy,2,8
2655,2024-04-12,East John,Severe,Rainy,Icy,4,2
2656,2023-04-06,Natalieborough,Severe,Stormy,Icy,1,2
2657,2022-07-04,Kimberlyfort,Fatal,Stormy,Oil Spill,4,8
2658,2025-03-27,Raymondfurt,Severe,Rainy,Snowy,2,10
2659,2023-06-16,Reesebury,Major,Stormy,Snowy,5,1
2660,2023-05-20,Coreyville,Fatal,Snowy,Oil Spill,2,1
2661,2025-05-24,Martinezmouth,Severe,Foggy,Dry,1,10
2662,2024-06-12,Gregorybury,Severe,Foggy,Oil Spill,3,1
2663,2023-10-18,Port Russell,Severe,Stormy,Snowy,3,5
2664,2024-12-25,South Monica,Minor,Snowy,Icy,3,1
2665,2023-05-03,Keithtown,Fatal,Clear,Snowy,2,3
2666,2023-04-11,Amandaberg,Fatal,Foggy,Icy,1,2
2667,2023-07-07,Stephanieshire,Major,Snowy,Wet,3,1
2668,2025-03-02,Taylorton,Major,Stormy,Oil Spill,3,6
2669,2022-11-15,Gregoryport,Minor,Rainy,Oil Spill,1,7
2670,2025-01-31,Hilltown,Minor,Snowy,Wet,1,8
2671,2024-01-14,Lake Susantown,Severe,Snowy,Icy,3,9
2672,2023-01-30,Jordanmouth,Fatal,Snowy,Dry,1,0
2673,2024-05-28,Meadowsside,Severe,Stormy,Oil Spill,1,6
2674,2024-12-27,West Gabrielstad,Fatal,Rainy,Wet,3,5
2675,2024-01-17,West Bryanland,Fatal,Stormy,Wet,2,8
2676,2024-06-18,Ericshire,Minor,Rainy,Wet,2,1
2677,2024-06-15,Katherineport,Severe,Rainy,Snowy,3,4
2678,2024-05-12,Lake Deannashire,Major,Foggy,Dry,4,10
2679,2024-09-29,South Adam,Severe,Foggy,Snowy,1,8
2680,2022-11-04,Candiceshire,Major,Foggy,Icy,2,10
2681,2024-10-24,Monicahaven,Major,Stormy,Snowy,1,5
2682,2023-06-16,Kimberlyville,Fatal,Rainy,Dry,5,9
2683,2022-09-12,Keithbury,Major,Snowy,Oil Spill,5,10
2684,2022-09-11,Donnamouth,Fatal,Foggy,Oil Spill,2,4
2685,2024-10-31,Barberbury,Fatal,Rainy,Icy,1,6
2686,2023-07-12,New Amber,Severe,Snowy,Snowy,4,5
2687,2024-06-12,South Cynthiafort,Major,Foggy,Wet,2,1
2688,2022-09-24,Chadfort,Minor,Stormy,Oil Spill,3,6
2689,2022-09-10,Port Anthonyfort,Severe,Foggy,Icy,4,5
2690,2025-01-18,Rayland,Severe,Stormy,Dry,1,7
2691,2023-10-04,Stephanieview,Fatal,Rainy,Wet,1,3
2692,2023-05-04,Thompsonport,Severe,Stormy,Oil Spill,2,3
2693,2022-08-14,East Aaronchester,Minor,Rainy,Snowy,1,10
2694,2023-11-09,Sandraborough,Severe,Foggy,Snowy,5,0
2695,2025-05-25,Wolfebury,Minor,Foggy,Icy,4,2
2696,2022-07-08,Alvarezfurt,Minor,Clear,Dry,4,1
2697,2023-01-10,South Gregoryton,Major,Foggy,Icy,1,2
2698,2025-02-05,Lake Dawnchester,Fatal,Clear,Icy,5,3
2699,2024-07-02,South Bianca,Major,Snowy,Dry,2,4
2700,2023-07-03,Edwardsborough,Severe,Foggy,Icy,4,0
2701,2022-08-03,Port Catherineberg,Fatal,Clear,Oil Spill,5,3
2702,2023-12-17,South Kellychester,Fatal,Stormy,Oil Spill,4,7
2703,2025-05-31,Rileychester,Severe,Clear,Dry,3,10
2704,2022-10-19,Elizabethland,Minor,Snowy,Snowy,3,7
2705,2023-02-24,South Jefferystad,Severe,Stormy,Oil Spill,4,5
2706,2023-11-03,North Kristinaville,Minor,Foggy,Wet,2,10
2707,2023-02-14,Jessicastad,Major,Rainy,Oil Spill,5,9
2708,2025-04-30,South Jonathan,Fatal,Foggy,Snowy,5,2
2709,2024-06-03,Ellisonberg,Minor,Snowy,Icy,5,3
2710,2023-02-06,East Andrew,Fatal,Foggy,Snowy,4,1
2711,2022-11-23,Garyfurt,Minor,Snowy,Wet,5,7
2712,2024-12-12,Thomasburgh,Severe,Stormy,Icy,5,1
2713,2023-10-11,Josephview,Fatal,Clear,Dry,4,7
2714,2025-02-07,East Holly,Minor,Stormy,Oil Spill,2,8
2715,2024-12-14,Kathytown,Fatal,Snowy,Icy,1,10
2716,2024-09-21,Hernandezchester,Minor,Stormy,Dry,5,5
2717,2023-02-02,New Tiffanyton,Minor,Stormy,Snowy,5,10
2718,2022-07-07,Taylorside,Severe,Snowy,Dry,2,9
2719,2023-01-04,Kellyville,Severe,Clear,Icy,2,9
2720,2024-10-01,North Angelica,Severe,Stormy,Dry,4,7
2721,2024-08-17,Matthewmouth,Major,Rainy,Oil Spill,4,6
2722,2025-01-21,West Kathryn,Minor,Foggy,Wet,1,6
2723,2023-07-31,Hernandezfort,Severe,Rainy,Oil Spill,1,10
2724,2025-05-29,Rickyshire,Severe,Clear,Oil Spill,2,7
2725,2024-10-13,North Danielle,Minor,Stormy,Wet,3,6
2726,2024-11-20,South Johnside,Major,Snowy,Icy,3,3
2727,2024-06-08,Lake Kristi,Severe,Rainy,Oil Spill,1,1
2728,2025-05-23,Port Hunter,Fatal,Foggy,Icy,2,4
2729,2023-09-04,Robertsonport,Minor,Rainy,Snowy,1,7
2730,2024-05-08,Jamiefort,Severe,Snowy,Snowy,4,4
2731,2023-01-16,South Mariahview,Major,Stormy,Dry,2,5
2732,2023-07-09,Heatherstad,Minor,Foggy,Dry,1,9
2733,2022-10-25,Lake Jamie,Major,Rainy,Snowy,1,3
2734,2022-11-13,Kellyshire,Major,Stormy,Snowy,3,0
2735,2024-02-06,Vasquezshire,Minor,Snowy,Icy,3,1
2736,2025-05-08,Kennethmouth,Fatal,Foggy,Snowy,4,6
2737,2023-05-21,South Josephport,Fatal,Clear,Dry,5,7
2738,2024-04-15,New Danielland,Minor,Stormy,Dry,4,9
2739,2024-08-26,Lake Jessica,Minor,Stormy,Oil Spill,5,10
2740,2022-10-04,Riosland,Fatal,Snowy,Dry,2,5
2741,2022-08-26,New Royshire,Major,Rainy,Wet,2,0
2742,2024-10-03,East Michael,Major,Stormy,Oil Spill,5,2
2743,2023-09-15,Clementsland,Severe,Snowy,Snowy,3,6
2744,2023-09-11,Gregoryfort,Fatal,Clear,Snowy,2,6
2745,2022-08-19,Port Briannachester,Severe,Snowy,Snowy,1,0
2746,2023-06-06,West Alejandro,Fatal,Stormy,Wet,2,7
2747,2023-03-25,South Thomasfort,Severe,Foggy,Icy,3,1
2748,2023-01-09,South Maryfurt,Fatal,Rainy,Oil Spill,1,3
2749,2023-10-26,South Markfurt,Severe,Rainy,Icy,5,2
2750,2023-02-12,Amandaton,Minor,Foggy,Wet,3,9
2751,2023-03-02,Lake Kyle,Minor,Snowy,Wet,3,3
2752,2024-08-12,New Samanthaside,Severe,Foggy,Oil Spill,1,6
2753,2023-10-29,Toddchester,Minor,Rainy,Dry,3,9
2754,2024-03-12,Torresport,Severe,Clear,Icy,2,2
2755,2024-03-23,North Juanborough,Major,Rainy,Dry,4,0
2756,2025-01-22,Rebeccaton,Major,Rainy,Dry,5,9
2757,2023-04-20,North Allisonborough,Minor,Stormy,Icy,3,9
2758,2025-03-02,West Alexanderbury,Fatal,Stormy,Icy,5,4
2759,2023-02-10,New Kristie,Severe,Rainy,Wet,4,4
2760,2022-08-21,Christopherberg,Severe,Foggy,Wet,1,6
2761,2025-03-03,Howehaven,Minor,Clear,Oil Spill,5,0
2762,2022-09-20,West Natalie,Minor,Rainy,Dry,4,2
2763,2024-01-26,Hendersonshire,Fatal,Foggy,Snowy,3,3
2764,2023-12-06,Lake Jamesland,Severe,Clear,Oil Spill,5,5
2765,2024-12-10,New David,Severe,Clear,Icy,2,3
2766,2024-01-18,Karenmouth,Severe,Clear,Snowy,3,3
2767,2025-01-20,East Katie,Fatal,Rainy,Icy,2,9
2768,2023-01-10,Kevinburgh,Fatal,Stormy,Dry,3,8
2769,2023-12-30,Marshalltown,Severe,Snowy,Wet,5,7
2770,2023-09-26,South Nancyville,Severe,Snowy,Oil Spill,2,3
2771,2022-08-06,East Davidland,Minor,Snowy,Wet,4,0
2772,2023-02-19,Catherinebury,Fatal,Stormy,Oil Spill,4,6
2773,2023-06-11,Bradleyport,Fatal,Snowy,Snowy,5,0
2774,2024-01-31,Lake Jamieland,Minor,Foggy,Dry,1,0
2775,2024-02-10,North Melodychester,Major,Snowy,Snowy,1,9
2776,2022-09-24,East Drew,Minor,Clear,Oil Spill,3,3
2777,2023-01-09,Port Ralph,Minor,Clear,Wet,5,7
2778,2023-07-22,South Michael,Major,Stormy,Oil Spill,5,5
2779,2023-06-01,West Richard,Major,Foggy,Wet,2,8
2780,2024-09-06,Jacquelinemouth,Severe,Snowy,Icy,4,7
2781,2023-02-25,Coleborough,Minor,Snowy,Wet,2,5
2782,2022-09-05,Mendozachester,Minor,Clear,Icy,5,9
2783,2024-09-27,Lake Kristie,Minor,Snowy,Oil Spill,3,1
2784,2022-11-15,North Maureen,Minor,Foggy,Wet,4,2
2785,2024-06-18,Andersonhaven,Severe,Rainy,Oil Spill,2,1
2786,2023-05-21,Guerrahaven,Major,Rainy,Wet,4,5
2787,2024-05-01,Jeremybury,Major,Rainy,Snowy,2,4
2788,2022-08-02,New Lindseyburgh,Severe,Snowy,Snowy,3,10
2789,2024-08-09,South Karenhaven,Fatal,Rainy,Oil Spill,5,10
2790,2023-08-10,East Gregory,Major,Clear,Snowy,4,7
2791,2023-05-08,North Eric,Fatal,Clear,Dry,5,3
2792,2023-04-06,East Lindamouth,Severe,Foggy,Dry,3,10
2793,2022-11-02,Turnerberg,Major,Rainy,Wet,1,10
2794,2022-07-01,Brownmouth,Fatal,Clear,Wet,1,9
2795,2023-02-17,Patriciaberg,Major,Clear,Snowy,3,1
2796,2024-03-30,New Emilytown,Major,Foggy,Icy,3,7
2797,2024-05-27,Marshallberg,Major,Rainy,Oil Spill,4,3
2798,2024-05-07,Johnberg,Minor,Foggy,Snowy,3,1
2799,2023-04-14,East Jadehaven,Minor,Foggy,Snowy,4,4
2800,2024-06-30,Pamelaburgh,Severe,Snowy,Icy,1,9
2801,2023-01-24,Jenniferburgh,Major,Snowy,Wet,4,7
2802,2024-11-01,Kennethmouth,Severe,Snowy,Oil Spill,2,0
2803,2024-04-17,South Erika,Severe,Foggy,Dry,4,9
2804,2024-04-13,Port Bethton,Fatal,Clear,Dry,4,3
2805,2025-04-26,Angelabury,Minor,Rainy,Wet,1,0
2806,2024-05-12,Taylorville,Major,Foggy,Icy,1,6
2807,2023-04-14,North Jesseshire,Major,Clear,Icy,4,10
2808,2024-03-07,West Emilymouth,Severe,Foggy,Wet,5,9
2809,2025-03-28,West Kenneth,Major,Foggy,Oil Spill,3,1
2810,2022-11-30,Vasqueztown,Minor,Rainy,Snowy,5,1
2811,2025-05-08,South Mary,Minor,Snowy,Wet,4,0
2812,2025-05-16,East Amy,Minor,Foggy,Snowy,5,7
2813,2024-12-20,East Laurentown,Major,Stormy,Dry,4,9
2814,2024-02-02,Olsentown,Severe,Foggy,Wet,2,4
2815,2022-08-15,North Veronicachester,Minor,Stormy,Oil Spill,3,10
2816,2023-11-03,New Chad,Severe,Clear,Snowy,5,0
2817,2025-03-20,South Bradleyland,Severe,Clear,Wet,2,2
2818,2025-06-16,Michaelview,Severe,Foggy,Snowy,1,1
2819,2024-05-12,East Christine,Fatal,Stormy,Snowy,1,4
2820,2025-02-05,Lake Patricialand,Fatal,Foggy,Snowy,5,1
2821,2023-06-11,Conwayshire,Fatal,Snowy,Wet,4,3
2822,2024-08-10,Sarahport,Minor,Stormy,Icy,5,9
2823,2024-01-26,North Carlosville,Severe,Rainy,Oil Spill,2,6
2824,2024-09-05,South Robertton,Fatal,Clear,Snowy,3,7
2825,2024-10-12,Jonathanfort,Fatal,Clear,Wet,2,9
2826,2023-07-24,Johnsonmouth,Major,Clear,Wet,2,6
2827,2024-04-28,New Josemouth,Minor,Foggy,Dry,1,4
2828,2023-09-23,West Stevenberg,Minor,Stormy,Snowy,3,0
2829,2024-03-16,New Jenniferburgh,Minor,Rainy,Icy,2,5
2830,2025-02-23,East Angela,Minor,Clear,Wet,1,8
2831,2023-05-25,New Staceyhaven,Severe,Clear,Snowy,5,7
2832,2023-04-07,Lake Megan,Fatal,Snowy,Dry,3,9
2833,2023-09-03,North Charles,Major,Rainy,Icy,1,6
2834,2023-09-01,Lake Michael,Minor,Stormy,Dry,3,1
2835,2023-08-25,Greggburgh,Fatal,Clear,Icy,2,8
2836,2023-06-20,New Daniel,Major,Snowy,Oil Spill,4,5
2837,2025-01-30,South Thomas,Fatal,Foggy,Oil Spill,3,8
2838,2023-01-01,Wardport,Major,Foggy,Snowy,3,4
2839,2023-01-03,New Greggshire,Severe,Foggy,Dry,4,8
2840,2023-06-14,Howelltown,Fatal,Stormy,Snowy,1,2
2841,2024-10-11,Lindafurt,Major,Clear,Dry,1,3
2842,2022-09-13,South William,Minor,Rainy,Snowy,1,7
2843,2023-02-04,East Davidfort,Minor,Foggy,Dry,5,3
2844,2024-02-01,Danielfurt,Minor,Clear,Wet,1,5
2845,2022-09-03,Donaldport,Fatal,Clear,Icy,1,3
2846,2025-05-24,Bushtown,Major,Foggy,Dry,4,9
2847,2023-08-05,South Sallyside,Minor,Stormy,Wet,3,4
2848,2022-09-17,East Blakebury,Severe,Stormy,Snowy,2,5
2849,2024-11-22,West Stevenside,Severe,Snowy,Snowy,5,3
2850,2024-07-10,North Sandra,Fatal,Foggy,Oil Spill,1,7
2851,2022-12-23,Lake Troy,Severe,Clear,Oil Spill,2,6
2852,2022-09-03,New Robertstad,Major,Stormy,Icy,3,1
2853,2024-07-07,Jenkinschester,Minor,Stormy,Wet,2,6
2854,2025-05-19,New Kimberlyfort,Severe,Rainy,Dry,1,7
2855,2022-08-16,Mcclurebury,Severe,Stormy,Dry,1,8
2856,2022-11-22,Stephensontown,Minor,Snowy,Snowy,3,5
2857,2023-12-18,Lake Kennethburgh,Severe,Foggy,Snowy,4,2
2858,2024-06-26,Port Kevinview,Major,Snowy,Wet,3,7
2859,2023-04-20,Francomouth,Minor,Stormy,Snowy,4,2
2860,2023-09-15,Timothyport,Fatal,Snowy,Dry,2,5
2861,2024-08-28,Mackmouth,Minor,Rainy,Icy,1,9
2862,2022-11-15,Janiceland,Major,Stormy,Snowy,5,10
2863,2024-03-06,Jonathanfurt,Minor,Rainy,Snowy,2,5
2864,2023-09-15,Mcgeemouth,Fatal,Foggy,Wet,3,9
2865,2022-12-05,North Kellyside,Minor,Stormy,Oil Spill,3,2
2866,2025-02-28,Leeborough,Severe,Rainy,Icy,3,2
2867,2024-02-22,Sarahmouth,Major,Foggy,Snowy,4,10
2868,2023-06-06,Brianfort,Minor,Snowy,Wet,2,9
2869,2024-02-12,New Jamesstad,Fatal,Rainy,Snowy,1,0
2870,2022-08-21,Andrewville,Severe,Foggy,Snowy,3,0
2871,2022-12-31,Harrisland,Major,Clear,Icy,2,5
2872,2023-10-12,Connerburgh,Severe,Stormy,Dry,2,0
2873,2023-10-29,Lake Ashley,Major,Rainy,Snowy,2,1
2874,2023-07-04,Lake Sheilamouth,Major,Clear,Oil Spill,4,8
2875,2023-07-01,Jonmouth,Major,Stormy,Dry,2,2
2876,2023-04-08,New Sarah,Major,Stormy,Dry,1,5
2877,2024-02-21,Barrontown,Major,Snowy,Icy,1,5
2878,2022-08-02,Bryantland,Fatal,Snowy,Icy,1,9
2879,2023-08-08,Taylorshire,Minor,Clear,Oil Spill,5,3
2880,2024-04-10,West Darlenechester,Major,Stormy,Icy,4,4
2881,2022-09-25,Willieland,Minor,Stormy,Oil Spill,5,9
